,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
541,0,3,female,9.0,4,2,31.275,No,S
542,0,3,female,11.0,4,2,31.275,No,S
543,1,2,male,32.0,1,0,26.0,No,S
544,0,1,male,50.0,1,0,106.425,Yes,C
545,0,1,male,64.0,0,0,26.0,No,S
546,1,2,female,19.0,1,0,26.0,No,S
547,1,2,male,32.795024282661785,0,0,13.8625,No,C
548,0,3,male,33.0,1,1,20.525,No,S
549,1,2,male,8.0,1,1,36.75,No,S
550,1,1,male,17.0,0,2,110.8833,Yes,C
551,0,2,male,27.0,0,0,26.0,No,S
552,0,3,male,26.381424902342278,0,0,7.8292,No,Q
553,1,3,male,22.0,0,0,7.225,No,C
554,1,3,female,22.0,0,0,7.775,No,S
555,0,1,male,62.0,0,0,26.55,No,S
556,1,1,female,48.0,1,0,39.6,Yes,C
557,0,1,male,38.51549999999996,0,0,227.525,No,C
558,1,1,female,39.0,1,1,79.65,Yes,S
559,1,3,female,36.0,1,0,17.4,No,S
560,0,3,male,35.29582429902353,0,0,7.75,No,Q
561,0,3,male,40.0,0,0,7.8958,No,S
562,0,2,male,28.0,0,0,13.5,No,S
563,0,3,male,30.70572677927052,0,0,8.05,No,S
564,0,3,female,30.70572677927052,0,0,8.05,No,S
565,0,3,male,24.0,2,0,24.15,No,S
566,0,3,male,19.0,0,0,7.8958,No,S
567,0,3,female,29.0,0,4,21.075,No,S
568,0,3,male,22.8763068618881,0,0,7.2292,No,C
569,1,3,male,32.0,0,0,7.8542,No,S
570,1,2,male,62.0,0,0,10.5,No,S
571,1,1,female,53.0,2,0,51.4792,Yes,S
572,1,1,male,36.0,0,0,26.3875,Yes,S
573,1,3,female,35.29582429902353,0,0,7.75,No,Q
574,0,3,male,16.0,0,0,8.05,No,S
575,0,3,male,19.0,0,0,14.5,No,S
576,1,2,female,34.0,0,0,13.0,No,S
577,1,1,female,39.0,1,0,55.9,Yes,S
578,0,3,female,20.070167730880257,1,0,14.4583,No,C
579,1,3,male,32.0,0,0,7.925,No,S
580,1,2,female,25.0,1,1,30.0,No,S
581,1,1,female,39.0,1,1,110.8833,Yes,C
582,0,2,male,54.0,0,0,26.0,No,S
583,0,1,male,36.0,0,0,40.125,Yes,C
584,0,3,male,29.042938654807116,0,0,8.7125,No,C
585,1,1,female,18.0,0,2,79.65,Yes,S
586,0,2,male,47.0,0,0,15.0,No,S
587,1,1,male,60.0,1,1,79.2,Yes,C
588,0,3,male,22.0,0,0,8.05,No,S
589,0,3,male,30.70572677927052,0,0,8.05,No,S
590,0,3,male,35.0,0,0,7.125,No,S
591,1,1,female,52.0,1,0,78.2667,Yes,C
592,0,3,male,47.0,0,0,7.25,No,S
593,0,3,female,27.45639428387072,0,2,7.75,No,Q
594,0,2,male,37.0,1,0,26.0,No,S
595,0,3,male,36.0,1,1,24.15,No,S
596,1,2,female,24.40235513791767,0,0,33.0,No,S
597,0,3,male,49.0,0,0,0.0,No,S
598,0,3,male,29.51820514208015,0,0,7.225,No,C
599,1,1,male,49.0,1,0,56.9292,Yes,C
600,1,2,female,24.0,2,1,27.0,No,S
601,0,3,male,27.947206162930836,0,0,7.8958,No,S
602,0,1,male,37.51615833333333,0,0,42.4,No,S
603,0,3,male,44.0,0,0,8.05,No,S
604,1,1,male,35.0,0,0,26.55,No,C
605,0,3,male,36.0,1,0,15.55,No,S
606,0,3,male,30.0,0,0,7.8958,No,S
607,1,1,male,27.0,0,0,30.5,No,S
608,1,2,female,22.0,1,2,41.5792,No,C
609,1,1,female,40.0,0,0,153.4625,Yes,S
610,0,3,female,39.0,1,5,31.275,No,S
611,0,3,male,27.868736986624466,0,0,7.05,No,S
612,1,3,female,33.12898535353537,1,0,15.5,No,Q
613,0,3,male,35.29582429902353,0,0,7.75,No,Q
614,0,3,male,35.0,0,0,8.05,No,S
615,1,2,female,24.0,1,2,65.0,No,S
616,0,3,male,34.0,1,1,14.4,No,S
617,0,3,female,26.0,1,0,16.1,No,S
618,1,2,female,4.0,2,1,39.0,Yes,S
619,0,2,male,26.0,0,0,10.5,No,S
620,0,3,male,27.0,1,0,14.4542,No,C
621,1,1,male,42.0,1,0,52.5542,Yes,S
622,1,3,male,20.0,1,1,15.7417,No,C
623,0,3,male,21.0,0,0,7.8542,No,S
624,0,3,male,21.0,0,0,16.1,No,S
625,0,1,male,61.0,0,0,32.3208,Yes,S
626,0,2,male,57.0,0,0,12.35,No,Q
627,1,1,female,21.0,0,0,77.9583,Yes,S
628,0,3,male,26.0,0,0,7.8958,No,S
629,0,3,male,19.895581126712127,0,0,7.7333,No,Q
630,1,1,male,80.0,0,0,30.0,Yes,S
631,0,3,male,51.0,0,0,7.0542,No,S
632,1,1,male,32.0,0,0,30.5,Yes,C
633,0,1,male,38.83477483766232,0,0,0.0,No,S
634,0,3,female,9.0,3,2,27.9,No,S
635,1,2,female,28.0,0,0,13.0,No,S
636,0,3,male,32.0,0,0,7.925,No,S
637,0,2,male,31.0,1,1,26.25,No,S
638,0,3,female,41.0,0,5,39.6875,No,S
639,0,3,male,26.689168488455994,1,0,16.1,No,S
640,0,3,male,20.0,0,0,7.8542,No,S
641,1,1,female,24.0,0,0,69.3,Yes,C
642,0,3,female,2.0,3,2,27.9,No,S
643,1,3,male,29.56889808802305,0,0,56.4958,No,S
644,1,3,female,0.75,2,1,19.2583,No,C
645,1,1,male,48.0,1,0,76.7292,Yes,C
646,0,3,male,19.0,0,0,7.8958,No,S
647,1,1,male,56.0,0,0,35.5,Yes,C
648,0,3,male,31.10838452380953,0,0,7.55,No,S
649,1,3,female,23.0,0,0,7.55,No,S
650,0,3,male,27.947206162930836,0,0,7.8958,No,S
651,1,2,female,18.0,0,1,23.0,No,S
652,0,3,male,21.0,0,0,8.4333,No,S
653,1,3,female,26.381424902342278,0,0,7.8292,No,Q
654,0,3,female,18.0,0,0,6.75,No,Q
655,0,2,male,24.0,2,0,73.5,No,S
656,0,3,male,27.947206162930836,0,0,7.8958,No,S
657,0,3,female,32.0,1,1,15.5,No,Q
658,0,2,male,23.0,0,0,13.0,No,S
659,0,1,male,58.0,0,2,113.275,Yes,C
660,1,1,male,50.0,2,0,133.65,No,S
661,0,3,male,40.0,0,0,7.225,No,C
662,0,1,male,47.0,0,0,25.5875,Yes,S
663,0,3,male,36.0,0,0,7.4958,No,S
664,1,3,male,20.0,1,0,7.925,No,S
665,0,2,male,32.0,2,0,73.5,No,S
666,0,2,male,25.0,0,0,13.0,No,S
667,0,3,male,27.51545426285116,0,0,7.775,No,S
668,0,3,male,43.0,0,0,8.05,No,S
669,1,1,female,39.08817813852811,1,0,52.0,Yes,S
670,1,2,female,40.0,1,1,39.0,No,S
671,0,1,male,31.0,1,0,52.0,Yes,S
672,0,2,male,70.0,0,0,10.5,No,S
673,1,2,male,31.0,0,0,13.0,No,S
674,0,2,male,35.05181756856165,0,0,0.0,No,S
675,0,3,male,18.0,0,0,7.775,No,S
676,0,3,male,24.5,0,0,8.05,No,S
677,1,3,female,18.0,0,0,9.8417,No,S
678,0,3,female,43.0,1,6,46.9,No,S
679,1,1,male,36.0,0,1,512.3292,Yes,C
680,0,3,female,23.476432389643715,0,0,8.1375,No,Q
681,1,1,male,27.0,0,0,76.7292,Yes,C
682,0,3,male,20.0,0,0,9.225,No,S
683,0,3,male,14.0,5,2,46.9,No,S
684,0,2,male,60.0,1,1,39.0,No,S
685,0,2,male,25.0,1,2,41.5792,No,C
686,0,3,male,14.0,4,1,39.6875,No,S
687,0,3,male,19.0,0,0,10.1708,No,S
688,0,3,male,18.0,0,0,7.7958,No,S
689,1,1,female,15.0,0,1,211.3375,Yes,S
690,1,1,male,31.0,1,0,57.0,Yes,S
691,1,3,female,4.0,0,1,13.4167,No,C
692,1,3,male,29.56889808802305,0,0,56.4958,No,S
693,0,3,male,25.0,0,0,7.225,No,C
694,0,1,male,60.0,0,0,26.55,No,S
695,0,2,male,52.0,0,0,13.5,No,S
696,0,3,male,44.0,0,0,8.05,No,S
697,1,3,female,19.895581126712127,0,0,7.7333,No,Q
698,0,1,male,49.0,1,1,110.8833,Yes,C
699,0,3,male,42.0,0,0,7.65,Yes,S
700,1,1,female,18.0,1,0,227.525,Yes,C
701,1,1,male,35.0,0,0,26.2875,Yes,S
702,0,3,female,18.0,0,1,14.4542,No,C
703,0,3,male,25.0,0,0,7.7417,No,Q
704,0,3,male,26.0,1,0,7.8542,No,S
705,0,2,male,39.0,0,0,26.0,No,S
706,1,2,female,45.0,0,0,13.5,No,S
707,1,1,male,42.0,0,0,26.2875,Yes,S
708,1,1,female,22.0,0,0,151.55,No,S
709,1,3,male,17.099915952380954,1,1,15.2458,No,C
710,1,1,female,24.0,0,0,49.5042,Yes,C
711,0,1,male,49.8994093015281,0,0,26.55,Yes,S
712,1,1,male,48.0,1,0,52.0,Yes,S
713,0,3,male,29.0,0,0,9.4833,No,S
714,0,2,male,52.0,0,0,13.0,No,S
715,0,3,male,19.0,0,0,7.65,Yes,S
716,1,1,female,38.0,0,0,227.525,Yes,C
717,1,2,female,27.0,0,0,10.5,Yes,S
718,0,3,male,27.308873908730178,0,0,15.5,No,Q
719,0,3,male,33.0,0,0,7.775,No,S
720,1,2,female,6.0,0,1,33.0,No,S
721,0,3,male,17.0,1,0,7.0542,No,S
722,0,2,male,34.0,0,0,13.0,No,S
723,0,2,male,50.0,0,0,13.0,No,S
724,1,1,male,27.0,1,0,53.1,Yes,S
725,0,3,male,20.0,0,0,8.6625,No,S
726,1,2,female,30.0,3,0,21.0,No,S
727,1,3,female,19.895581126712127,0,0,7.7375,No,Q
728,0,2,male,25.0,1,0,26.0,No,S
729,0,3,female,25.0,1,0,7.925,No,S
730,1,1,female,29.0,0,0,211.3375,Yes,S
731,0,3,male,11.0,0,0,18.7875,No,C
732,0,2,male,35.05181756856165,0,0,0.0,No,S
733,0,2,male,23.0,0,0,13.0,No,S
734,0,2,male,23.0,0,0,13.0,No,S
735,0,3,male,28.5,0,0,16.1,No,S
736,0,3,female,48.0,1,3,34.375,No,S
737,1,1,male,35.0,0,0,512.3292,Yes,C
738,0,3,male,27.947206162930836,0,0,7.8958,No,S
739,0,3,male,27.947206162930836,0,0,7.8958,No,S
740,1,1,male,38.42663175019419,0,0,30.0,Yes,S
741,0,1,male,36.0,1,0,78.85,Yes,S
742,1,1,female,21.0,2,2,262.375,Yes,C
743,0,3,male,24.0,1,0,16.1,No,S
744,1,3,male,31.0,0,0,7.925,No,S
745,0,1,male,70.0,1,1,71.0,Yes,S
746,0,3,male,16.0,1,1,20.25,No,S
747,1,2,female,30.0,0,0,13.0,No,S
748,0,1,male,19.0,1,0,53.1,Yes,S
749,0,3,male,31.0,0,0,7.75,No,Q
750,1,2,female,4.0,1,1,23.0,No,S
751,1,3,male,6.0,0,1,12.475,Yes,S
752,0,3,male,33.0,0,0,9.5,No,S
753,0,3,male,23.0,0,0,7.8958,No,S
754,1,2,female,48.0,1,2,65.0,No,S
755,1,2,male,0.67,1,1,14.5,No,S
756,0,3,male,28.0,0,0,7.7958,No,S
757,0,2,male,18.0,0,0,11.5,No,S
758,0,3,male,34.0,0,0,8.05,No,S
759,1,1,female,33.0,0,0,86.5,Yes,S
760,0,3,male,24.330216964285718,0,0,14.5,No,S
761,0,3,male,41.0,0,0,7.125,No,S
762,1,3,male,20.0,0,0,7.2292,No,C
763,1,1,female,36.0,1,2,120.0,Yes,S
764,0,3,male,16.0,0,0,7.775,No,S
765,1,1,female,51.0,1,0,77.9583,Yes,S
766,0,1,male,39.1749023809524,0,0,39.6,No,C
767,0,3,female,30.5,0,0,7.75,No,Q
768,0,3,male,33.55117590897664,1,0,24.15,No,Q
769,0,3,male,32.0,0,0,8.3625,No,S
770,0,3,male,24.0,0,0,9.5,No,S
771,0,3,male,48.0,0,0,7.8542,No,S
772,0,2,female,57.0,0,0,10.5,Yes,S
773,0,3,male,29.51820514208015,0,0,7.225,No,C
774,1,2,female,54.0,1,3,23.0,No,S
775,0,3,male,18.0,0,0,7.75,No,S
776,0,3,male,35.29582429902353,0,0,7.75,Yes,Q
777,1,3,female,5.0,0,0,12.475,No,S
778,0,3,male,19.895581126712127,0,0,7.7375,No,Q
779,1,1,female,43.0,0,1,211.3375,Yes,S
780,1,3,female,13.0,0,0,7.2292,No,C
781,1,1,female,17.0,1,0,57.0,Yes,S
782,0,1,male,29.0,0,0,30.0,Yes,S
783,0,3,male,16.193950198412704,1,2,23.45,No,S
784,0,3,male,25.0,0,0,7.05,No,S
785,0,3,male,25.0,0,0,7.25,No,S
786,1,3,female,18.0,0,0,7.4958,No,S
787,0,3,male,8.0,4,1,29.125,No,Q
788,1,3,male,1.0,1,2,20.575,No,S
789,0,1,male,46.0,0,0,79.2,Yes,C
790,0,3,male,35.29582429902353,0,0,7.75,No,Q
791,0,2,male,16.0,0,0,26.0,No,S
792,0,3,female,10.869866956654464,8,2,69.55,No,S
793,0,1,male,50.38328427128426,0,0,30.6958,No,C
794,0,3,male,25.0,0,0,7.8958,No,S
795,0,2,male,39.0,0,0,13.0,No,S
796,1,1,female,49.0,0,0,25.9292,Yes,S
797,1,3,female,31.0,0,0,8.6833,No,S
798,0,3,male,30.0,0,0,7.2292,No,C
799,0,3,female,30.0,1,1,24.15,No,S
800,0,2,male,34.0,0,0,13.0,No,S
801,1,2,female,31.0,1,1,26.25,No,S
802,1,1,male,11.0,1,2,120.0,Yes,S
803,1,3,male,0.42,0,1,8.5167,No,C
804,1,3,male,27.0,0,0,6.975,No,S
805,0,3,male,31.0,0,0,7.775,No,S
806,0,1,male,39.0,0,0,0.0,Yes,S
807,0,3,female,18.0,0,0,7.775,No,S
808,0,2,male,39.0,0,0,13.0,No,S
809,1,1,female,33.0,1,0,53.1,Yes,S
810,0,3,male,26.0,0,0,7.8875,No,S
811,0,3,male,39.0,0,0,24.15,No,S
812,0,2,male,35.0,0,0,10.5,No,S
813,0,3,female,6.0,4,2,31.275,No,S
814,0,3,male,30.5,0,0,8.05,No,S
815,0,1,male,38.83477483766232,0,0,0.0,Yes,S
816,0,3,female,23.0,0,0,7.925,No,S
817,0,2,male,31.0,1,1,37.0042,No,C
818,0,3,male,43.0,0,0,6.45,No,S
819,0,3,male,10.0,3,2,27.9,No,S
820,1,1,female,52.0,1,1,93.5,Yes,S
821,1,3,male,27.0,0,0,8.6625,No,S
822,0,1,male,38.0,0,0,0.0,No,S
823,1,3,female,27.0,0,1,12.475,Yes,S
824,0,3,male,2.0,4,1,39.6875,No,S
825,0,3,male,35.09787898074147,0,0,6.95,No,Q
826,0,3,male,29.56889808802305,0,0,56.4958,No,S
827,1,2,male,1.0,0,2,37.0042,No,C
828,1,3,male,35.29582429902353,0,0,7.75,No,Q
829,1,1,female,62.0,0,0,80.0,Yes,
830,1,3,female,15.0,1,0,14.4542,No,C
831,1,2,male,0.83,1,1,18.75,No,S
832,0,3,male,22.8763068618881,0,0,7.2292,No,C
833,0,3,male,23.0,0,0,7.8542,No,S
834,0,3,male,18.0,0,0,8.3,No,S
835,1,1,female,39.0,1,1,83.1583,Yes,C
836,0,3,male,21.0,0,0,8.6625,No,S
837,0,3,male,30.70572677927052,0,0,8.05,No,S
838,1,3,male,32.0,0,0,56.4958,No,S
839,1,1,male,50.91095012626265,0,0,29.7,Yes,C
840,0,3,male,20.0,0,0,7.925,No,S
841,0,2,male,16.0,0,0,10.5,No,S
842,1,1,female,30.0,0,0,31.0,No,C
843,0,3,male,34.5,0,0,6.4375,No,C
844,0,3,male,17.0,0,0,8.6625,No,S
845,0,3,male,42.0,0,0,7.55,No,S
846,0,3,male,10.869866956654464,8,2,69.55,No,S
847,0,3,male,35.0,0,0,7.8958,No,C
848,0,2,male,28.0,0,1,33.0,No,S
849,1,1,female,43.96476448412697,1,0,89.1042,Yes,C
850,0,3,male,4.0,4,2,31.275,No,S
851,0,3,male,74.0,0,0,7.775,No,S
852,0,3,female,9.0,1,1,15.2458,No,C
853,1,1,female,16.0,0,1,39.4,Yes,S
854,0,2,female,44.0,1,0,26.0,No,S
855,1,3,female,18.0,0,1,9.35,No,S
856,1,1,female,45.0,1,1,164.8667,No,S
857,1,1,male,51.0,0,0,26.55,Yes,S
858,1,3,female,24.0,0,3,19.2583,No,C
859,0,3,male,22.8763068618881,0,0,7.2292,No,C
860,0,3,male,41.0,2,0,14.1083,No,S
861,0,2,male,21.0,1,0,11.5,No,S
862,1,1,female,48.0,0,0,25.9292,Yes,S
863,0,3,female,10.869866956654464,8,2,69.55,No,S
864,0,2,male,24.0,0,0,13.0,No,S
865,1,2,female,42.0,0,0,13.0,No,S
866,1,2,female,27.0,1,0,13.8583,No,C
867,0,1,male,31.0,0,0,50.4958,Yes,S
868,0,3,male,25.977889156023696,0,0,9.5,No,S
869,1,3,male,4.0,1,1,11.1333,No,S
870,0,3,male,26.0,0,0,7.8958,No,S
871,1,1,female,47.0,1,1,52.5542,Yes,S
872,0,1,male,33.0,0,0,5.0,Yes,S
873,0,3,male,47.0,0,0,9.0,No,S
874,1,2,female,28.0,1,0,24.0,No,C
875,1,3,female,15.0,0,0,7.225,No,C
876,0,3,male,20.0,0,0,9.8458,No,S
877,0,3,male,19.0,0,0,7.8958,No,S
878,0,3,male,27.947206162930836,0,0,7.8958,No,S
879,1,1,female,56.0,0,1,83.1583,Yes,C
880,1,2,female,25.0,0,1,26.0,No,S
881,0,3,male,33.0,0,0,7.8958,No,S
882,0,3,female,22.0,0,0,10.5167,No,S
883,0,2,male,28.0,0,0,10.5,No,S
884,0,3,male,25.0,0,0,7.05,No,S
885,0,3,female,39.0,0,5,29.125,No,Q
886,0,2,male,27.0,0,0,13.0,No,S
887,1,1,female,19.0,0,0,30.0,Yes,S
888,0,3,female,16.193950198412704,1,2,23.45,No,S
889,1,1,male,26.0,0,0,30.0,Yes,C
890,0,3,male,32.0,0,0,7.75,No,Q
